date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:17:46	65596/65596	---MCZ	200	added ('OK')	application/javascript	etag:W/%229862faba1058f30f1cfb9a7f9174e322%22	https://assets.sitescdn.net/answers-search-bar/v1.0/answerstemplates.compiled.min.js	C:/Users/USER/Desktop/optimum/assets.sitescdn.net/answers-search-bar/v1.0/answerstemplates.compiled.min.js	(from https://www.optimum.net/pages/auto-payment.html)
21:17:46	16889/16889	---M--	200	added ('OK')	application/javascript	etag:%22083140e3589457e17a14725ac8f3a03c8%22	https://www.optimum.net/modernizr.custom.28587.min.js	C:/Users/USER/Desktop/optimum/www.optimum.net/modernizr.custom.28587.min.js	(from https://www.optimum.net/pages/auto-payment.html)
21:17:50	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Apr%202023%2019:15:00%20GMT	http://www.googletagmanager.com/gtm.js?id=	C:/Users/USER/Desktop/optimum/www.googletagmanager.com/gtm.f5445.delayed	(from https://www.optimum.net/pages/auto-payment.html)
21:17:52	214061/214061	---MCZ	200	added ('OK')	application/x-javascript	etag:%22983eb7e50d0dc7956c6c02b322bbb844:1676565668.696383%22	http://assets.adobedtm.com/5b7063f54823/6d6d655087a2/launch-6b631ac52479.min.js	C:/Users/USER/Desktop/optimum/assets.adobedtm.com/5b7063f54823/6d6d655087a2/launch-6b631ac52479.min.js	(from https://www.optimum.net/pages/auto-payment.html)
21:17:52	1099/1099	---M-Z	200	added ('OK')	application/javascript	etag:%22e2b674a89d2dc3ad6d8c4f64262fb9d2%22	https://resources.digital-cloud.medallia.com/wdcus/68497/onsite/embed.js	C:/Users/USER/Desktop/optimum/resources.digital-cloud.medallia.com/wdcus/68497/onsite/embed.js	(from https://www.optimum.net/pages/auto-payment.html)
21:17:52	214066/214066	---MCZ	200	added ('OK')	application/x-javascript	etag:%227ecfe545a8554594b0d3dbd5eec0f5de:1676565642.027887%22	http://assets.adobedtm.com/5b7063f54823/6d6d655087a2/launch-fd078045528e-staging.min.js	C:/Users/USER/Desktop/optimum/assets.adobedtm.com/5b7063f54823/6d6d655087a2/launch-fd078045528e-staging.min.js	(from https://www.optimum.net/pages/auto-payment.html)
21:17:53	115063/115063	---MC-	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202023%2019:15:03%20GMT	https://www.optimum.net/pages/service.html	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/service.html	(from https://www.optimum.net/pages/auto-payment.html)
21:17:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Apr%202023%2019:15:04%20GMT	https://www.optimum.net/pages/altice-one/get-started.html	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/altice-one/get-started.html	(from https://www.optimum.net/pages/auto-payment.html)
21:17:54	110972/110972	---MC-	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202023%2019:15:04%20GMT	https://www.optimum.net/pages/optimum-support-app.html	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/optimum-support-app.html	(from https://www.optimum.net/pages/auto-payment.html)
21:17:54	109343/109343	---MC-	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202023%2019:15:05%20GMT	https://www.optimum.net/pages/internet-protection.html	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/internet-protection.html	(from https://www.optimum.net/pages/auto-payment.html)
21:17:54	122189/122189	---MC-	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202023%2019:15:04%20GMT	https://www.optimum.net/pages/optimum-one/get-started.html	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/optimum-one/get-started.html	(from https://www.optimum.net/pages/auto-payment.html)
21:17:55	0/0	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Apr%202023%2019:15:06%20GMT	https://www.optimum.net/pages/{{CommonHeaderCtrl.managedRouterLink}}	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/{{CommonHeaderCtrl.managedRouterLink}}	(from https://www.optimum.net/pages/auto-payment.html)
21:17:55	136163/136163	---MC-	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202023%2019:15:05%20GMT	https://www.optimum.net/pages/phishing-alerts.html	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/phishing-alerts.html	(from https://www.optimum.net/pages/auto-payment.html)
21:17:55	0/0	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Apr%202023%2019:15:06%20GMT	https://www.optimum.net/pages/{{CommonHeaderCtrl.webmailLink}}	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/{{CommonHeaderCtrl.webmailLink}}	(from https://www.optimum.net/pages/auto-payment.html)
21:17:55	0/0	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Apr%202023%2019:15:06%20GMT	https://www.optimum.net/pages/{{%20email.link%20}}	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/{{%20email.link%20}}	(from https://www.optimum.net/pages/auto-payment.html)
21:17:56	106137/106137	---MC-	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202023%2019:15:06%20GMT	https://www.optimum.net/pages/tv/pay-per-view.html	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/tv/pay-per-view.html	(from https://www.optimum.net/pages/auto-payment.html)
21:17:56	117998/117998	---MC-	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202023%2019:15:06%20GMT	https://www.optimum.net/pages/transition.html	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/transition.html	(from https://www.optimum.net/pages/auto-payment.html)
21:17:56	104595/104595	---MC-	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202023%2019:15:07%20GMT	https://www.optimum.net/pages/tv/tv-remote.html	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/tv/tv-remote.html	(from https://www.optimum.net/pages/auto-payment.html)
21:17:56	112104/112104	---MC-	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202023%2019:15:07%20GMT	https://www.optimum.net/pages/channel-lineups.html	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/channel-lineups.html	(from https://www.optimum.net/pages/auto-payment.html)
21:17:56	0/0	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Apr%202023%2019:15:07%20GMT	https://www.optimum.net/pages/{{recording.href}}	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/{{recording.href}}	(from https://www.optimum.net/pages/auto-payment.html)
21:17:57	0/0	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Apr%202023%2019:15:07%20GMT	https://www.optimum.net/pages/{{recording.thumb}}	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/{{recording.thumb}}	(from https://www.optimum.net/pages/auto-payment.html)
21:17:57	0/0	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Apr%202023%2019:15:08%20GMT	https://www.optimum.net/pages/{{CommonHeaderCtrl.basePhoneMenuUrl}}/Voicemail/Show	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/{{CommonHeaderCtrl.basePhoneMenuUrl}}/Voicemail/Show	(from https://www.optimum.net/pages/auto-payment.html)
21:17:57	0/0	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Apr%202023%2019:15:08%20GMT	https://www.optimum.net/pages/{{CommonHeaderCtrl.basePhoneMenuUrl}}/CallHistory	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/{{CommonHeaderCtrl.basePhoneMenuUrl}}/CallHistory	(from https://www.optimum.net/pages/auto-payment.html)
21:17:57	0/0	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Apr%202023%2019:15:08%20GMT	https://www.optimum.net/pages/{{CommonHeaderCtrl.basePhoneMenuUrl}}/International/MyPlan	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/{{CommonHeaderCtrl.basePhoneMenuUrl}}/International/MyPlan	(from https://www.optimum.net/pages/auto-payment.html)
21:17:57	0/0	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Apr%202023%2019:15:08%20GMT	https://www.optimum.net/pages/{{CommonHeaderCtrl.basePhoneMenuUrl}}/Features/CallingFeatures/CallWaiting	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/{{CommonHeaderCtrl.basePhoneMenuUrl}}/Features/CallingFeatures/CallWaiting	(from https://www.optimum.net/pages/auto-payment.html)
21:17:58	0/0	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Apr%202023%2019:15:08%20GMT	https://www.optimum.net/pages/{{CommonHeaderCtrl.basePhoneMenuUrl}}/Features/CallingFeatures/CallForwarding	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/{{CommonHeaderCtrl.basePhoneMenuUrl}}/Features/CallingFeatures/CallForwarding	(from https://www.optimum.net/pages/auto-payment.html)
21:17:58	0/0	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Apr%202023%2019:15:09%20GMT	https://www.optimum.net/pages/{{CommonHeaderCtrl.basePhoneMenuUrl}}/Features/CallingFeatures/VipRinging	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/{{CommonHeaderCtrl.basePhoneMenuUrl}}/Features/CallingFeatures/VipRinging	(from https://www.optimum.net/pages/auto-payment.html)
21:17:58	0/0	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Apr%202023%2019:15:09%20GMT	https://www.optimum.net/pages/{{CommonHeaderCtrl.basePhoneMenuUrl}}/Features/CallingFeatures/BlockUnwantedCalls	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/{{CommonHeaderCtrl.basePhoneMenuUrl}}/Features/CallingFeatures/BlockUnwantedCalls	(from https://www.optimum.net/pages/auto-payment.html)
21:17:58	0/0	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Apr%202023%2019:15:09%20GMT	https://www.optimum.net/pages/{{CommonHeaderCtrl.basePhoneMenuUrl}}/Features/CallingFeatures/FindMe	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/{{CommonHeaderCtrl.basePhoneMenuUrl}}/Features/CallingFeatures/FindMe	(from https://www.optimum.net/pages/auto-payment.html)
21:17:59	0/0	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Apr%202023%2019:15:09%20GMT	https://www.optimum.net/pages/{{CommonHeaderCtrl.basePhoneMenuUrl}}/Features/CallingFeatures/PrivateOutboundCalls	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/{{CommonHeaderCtrl.basePhoneMenuUrl}}/Features/CallingFeatures/PrivateOutboundCalls	(from https://www.optimum.net/pages/auto-payment.html)
21:17:59	0/0	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Apr%202023%2019:15:10%20GMT	https://www.optimum.net/pages/{{CommonHeaderCtrl.basePhoneMenuUrl}}/Features/DirectoryListing	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/{{CommonHeaderCtrl.basePhoneMenuUrl}}/Features/DirectoryListing	(from https://www.optimum.net/pages/auto-payment.html)
21:17:59	114601/114601	---MC-	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202023%2019:15:10%20GMT	https://www.optimum.net/pages/robocalls.html	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/robocalls.html	(from https://www.optimum.net/pages/auto-payment.html)
21:17:59	0/0	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Apr%202023%2019:15:10%20GMT	https://www.optimum.net/pages/{{CommonHeaderCtrl.basePhoneMenuUrl}}/Voicemail	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/{{CommonHeaderCtrl.basePhoneMenuUrl}}/Voicemail	(from https://www.optimum.net/pages/auto-payment.html)
21:18:02	6494/6494	---M--	200	added ('OK')	image/png	etag:%22195e-5947c31782b88%22	http://static.tvlistings.optimum.net/ool/static/prod/images/Auto_pay_icon_update.png	C:/Users/USER/Desktop/optimum/static.tvlistings.optimum.net/ool/static/prod/images/Auto_pay_icon_update.png	(from https://www.optimum.net/pages/auto-payment.html)
21:18:04	0/0	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Apr%202023%2019:15:12%20GMT	https://www.optimum.net/pages/{{CommonFooterCtrl.twitterLink}}	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/{{CommonFooterCtrl.twitterLink}}	(from https://www.optimum.net/pages/auto-payment.html)
21:18:07	120098/120098	---M--	200	added ('OK')	image/png	etag:%221d522-5947c35f364b5%22	http://static.tvlistings.optimum.net/ool/static/prod/images/automatic-payment_update.png	C:/Users/USER/Desktop/optimum/static.tvlistings.optimum.net/ool/static/prod/images/automatic-payment_update.png	(from https://www.optimum.net/pages/auto-payment.html)
21:18:07	113930/113930	---MC-	200	added ('OK')	text/html	date:Sat,%2008%20Apr%202023%2019:15:15%20GMT	https://www.optimum.net/pages/ReportAbuse.html	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/ReportAbuse.html	(from https://www.optimum.net/pages/auto-payment.html)
21:18:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Apr%202023%2019:15:16%20GMT	https://www.optimum.net/pages/PrivacyExisting.html	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/PrivacyExisting.32.delayed	(from https://www.optimum.net/pages/auto-payment.html)
21:18:07	0/0	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Apr%202023%2019:15:18%20GMT	https://www.optimum.net/pages/{{BottomDefaultCtrl.webmailLink}}	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/{{BottomDefaultCtrl.webmailLink}}	(from https://www.optimum.net/pages/auto-payment.html)
21:18:07	0/0	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Apr%202023%2019:15:18%20GMT	https://www.optimum.net/pages/{{BottomDefaultCtrl.phoneLink}}	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/{{BottomDefaultCtrl.phoneLink}}	(from https://www.optimum.net/pages/auto-payment.html)
21:18:08	0/0	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Apr%202023%2019:15:18%20GMT	https://www.optimum.net/pages/{{BottomDefaultCtrl.phoneLink}}/Voicemail	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/{{BottomDefaultCtrl.phoneLink}}/Voicemail	(from https://www.optimum.net/pages/auto-payment.html)
21:18:08	0/0	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Apr%202023%2019:15:19%20GMT	https://www.optimum.net/pages/{{BottomDefaultCtrl.outageLink}}	C:/Users/USER/Desktop/optimum/www.optimum.net/pages/{{BottomDefaultCtrl.outageLink}}	(from https://www.optimum.net/pages/auto-payment.html)
21:18:09	211/211	---M--	200	added ('OK')	application/javascript	etag:%22055824910520edff2c4b1ed2bd80a9839%22	https://www.optimum.net/cms-templates/plain-text/.min.js?202303201421	C:/Users/USER/Desktop/optimum/www.optimum.net/cms-templates/plain-text/.min59c0.js	(from https://www.optimum.net/pages/auto-payment.html)
21:18:10	18792/18792	---M--	200	added ('OK')	application/javascript	etag:%22013aefb88d6130371a0c3003a7227aa27%22	https://www.optimum.net/support/outage/outage.js?202303201421	C:/Users/USER/Desktop/optimum/www.optimum.net/support/outage/outage59c0.js	(from https://www.optimum.net/pages/auto-payment.html)
21:18:10	692658/692658	---MC-	200	added ('OK')	application/javascript	etag:%22074540e51a678c14e8f46b5fbd7c4e259%22	https://www.optimum.net/main.min.js?202303201421	C:/Users/USER/Desktop/optimum/www.optimum.net/main.min59c0.js	(from https://www.optimum.net/pages/auto-payment.html)
21:18:10	1321/1321	---M--	200	added ('OK')	application/javascript	etag:%225f4824d4-529%22	https://espanol.optimum.net/mpel/mpel.js	C:/Users/USER/Desktop/optimum/espanol.optimum.net/mpel/mpel.js	(from https://www.optimum.net/pages/auto-payment.html)
21:18:11	44187/44187	---M--	200	added ('OK')	text/javascript	etag:4547614043380770369	https://www.googleadservices.com/pagead/conversion_async.js	C:/Users/USER/Desktop/optimum/www.googleadservices.com/pagead/f.txt	(from https://www.optimum.net/pages/auto-payment.html)
21:18:11	146164/146164	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%220238582a80339223b8d6be8e2fab59d8f%22	https://www.optimum.net/assets/fonts/regular/Regular-Regular.eot	C:/Users/USER/Desktop/optimum/www.optimum.net/assets/fonts/regular/Regular-Regular.eot	(from https://www.optimum.net/core-and-parts-palette-1_page_1.css?202303201421)
21:18:12	62649/62649	---M--	200	added ('OK')	font/woff	etag:%220b93ac8c84ffd39feff0f73e031ea7263%22	https://www.optimum.net/assets/fonts/regular/Regular-Regular.woff	C:/Users/USER/Desktop/optimum/www.optimum.net/assets/fonts/regular/Regular-Regular.woff	(from https://www.optimum.net/core-and-parts-palette-1_page_1.css?202303201421)
21:18:12	146164/146164	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%220238582a80339223b8d6be8e2fab59d8f%22	https://www.optimum.net/assets/fonts/regular/Regular-Regular.eot?	C:/Users/USER/Desktop/optimum/www.optimum.net/assets/fonts/regular/Regular-Regulard41d.eot	(from https://www.optimum.net/core-and-parts-palette-1_page_1.css?202303201421)
21:18:13	284734/284734	---M--	200	added ('OK')	image/svg+xml	etag:%22088cca096dfa7f36ea20df137ac07cb87%22	https://www.optimum.net/assets/fonts/regular/Regular-Regular.svg	C:/Users/USER/Desktop/optimum/www.optimum.net/assets/fonts/regular/Regular-Regular.svg	(from https://www.optimum.net/core-and-parts-palette-1_page_1.css?202303201421)
21:18:13	25395/25395	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%220455808250694e5760bd92b3ce1f070b6%22	https://www.optimum.net/assets/fonts/fontawesome/fontawesome-webfont.eot?v=3.0.1	C:/Users/USER/Desktop/optimum/www.optimum.net/assets/fonts/fontawesome/fontawesome-webfont3294.eot	(from https://www.optimum.net/core-and-parts-palette-1_page_1.css?202303201421)
21:18:13	25395/25395	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%220455808250694e5760bd92b3ce1f070b6%22	https://www.optimum.net/assets/fonts/fontawesome/fontawesome-webfont.eot?	C:/Users/USER/Desktop/optimum/www.optimum.net/assets/fonts/fontawesome/fontawesome-webfontd41d.eot	(from https://www.optimum.net/core-and-parts-palette-1_page_1.css?202303201421)
21:18:13	146012/146012	---M--	200	added ('OK')	font/ttf	etag:%220cfc0ca2e309dae398f3b29bc625563e9%22	https://www.optimum.net/assets/fonts/regular/Regular-Regular.ttf	C:/Users/USER/Desktop/optimum/www.optimum.net/assets/fonts/regular/Regular-Regular.ttf	(from https://www.optimum.net/core-and-parts-palette-1_page_1.css?202303201421)
21:18:14	29380/29380	---M--	200	added ('OK')	font/woff	etag:%22021f212f94a9db6a0e3847c921842aa19%22	https://www.optimum.net/assets/fonts/fontawesome/fontawesome-webfont.woff?v=3.0.1	C:/Users/USER/Desktop/optimum/www.optimum.net/assets/fonts/fontawesome/fontawesome-webfont3294.woff	(from https://www.optimum.net/core-and-parts-palette-1_page_1.css?202303201421)
21:18:14	55096/55096	---M--	200	added ('OK')	font/ttf	etag:%220bb72c5142ae2ae4ca0f9c0653a09871c%22	https://www.optimum.net/assets/fonts/fontawesome/fontawesome-webfont.ttf?v=3.0.1	C:/Users/USER/Desktop/optimum/www.optimum.net/assets/fonts/fontawesome/fontawesome-webfont3294.ttf	(from https://www.optimum.net/core-and-parts-palette-1_page_1.css?202303201421)
21:18:14	2387419/2387419	---MC-	200	added ('OK')	application/javascript	etag:%220403402259d178ea1b2b11e8541c5d69d%22	https://www.optimum.net/vendor.min.js?202303201421	C:/Users/USER/Desktop/optimum/www.optimum.net/vendor.min59c0.js	(from https://www.optimum.net/pages/auto-payment.html)
21:18:14	33358/33358	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2205ed8ce6d7757638311ffdaa820021aae%22	https://www.optimum.net/assets/fonts/glyphicons/glyphiconshalflings-regular.eot	C:/Users/USER/Desktop/optimum/www.optimum.net/assets/fonts/glyphicons/glyphiconshalflings-regular.eot	(from https://www.optimum.net/core-and-parts-palette-1_page_1.css?202303201421)
21:18:14	33358/33358	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2205ed8ce6d7757638311ffdaa820021aae%22	https://www.optimum.net/assets/fonts/glyphicons/glyphiconshalflings-regular.eot?	C:/Users/USER/Desktop/optimum/www.optimum.net/assets/fonts/glyphicons/glyphiconshalflings-regulard41d.eot	(from https://www.optimum.net/core-and-parts-palette-1_page_1.css?202303201421)
21:18:15	18944/18944	---M--	200	added ('OK')	font/woff	etag:%220b177def5c9d78ab14562ca652b7bed48%22	https://www.optimum.net/assets/fonts/glyphicons/glyphiconshalflings-regular.woff	C:/Users/USER/Desktop/optimum/www.optimum.net/assets/fonts/glyphicons/glyphiconshalflings-regular.woff	(from https://www.optimum.net/core-and-parts-palette-1_page_1.css?202303201421)
21:18:15	32896/32896	---M--	200	added ('OK')	font/ttf	etag:%220fc7ebef874e3a3786aa60d9bc4a75519%22	https://www.optimum.net/assets/fonts/glyphicons/glyphiconshalflings-regular.ttf	C:/Users/USER/Desktop/optimum/www.optimum.net/assets/fonts/glyphicons/glyphiconshalflings-regular.ttf	(from https://www.optimum.net/core-and-parts-palette-1_page_1.css?202303201421)
21:18:15	51353/51353	---M--	200	added ('OK')	image/svg+xml	etag:%220d482b7e5283a44780b9c47f3276314e9%22	https://www.optimum.net/assets/fonts/glyphicons/glyphiconshalflings-regular.svg	C:/Users/USER/Desktop/optimum/www.optimum.net/assets/fonts/glyphicons/glyphiconshalflings-regular.svg	(from https://www.optimum.net/core-and-parts-palette-1_page_1.css?202303201421)
21:18:15	10490/10490	---M--	200	added ('OK')	image/svg+xml	etag:%220e85c71a920aa8bb412ff88bf5fe5ce9f%22	https://www.optimum.net/assets/images/icon-sheet.svg	C:/Users/USER/Desktop/optimum/www.optimum.net/assets/images/icon-sheet.svg	(from https://www.optimum.net/core-and-parts-palette-1_page_1.css?202303201421)
21:18:15	17844/17844	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2202f153f7e29ed100eaddbbed9df431643%22	https://www.optimum.net/assets/fonts/onet-icons/onet-icons.eot?20130621	C:/Users/USER/Desktop/optimum/www.optimum.net/assets/fonts/onet-icons/onet-icons0e66.eot	(from https://www.optimum.net/core-and-parts-palette-1_page_1.css?202303201421)
21:18:16	17844/17844	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2202f153f7e29ed100eaddbbed9df431643%22	https://www.optimum.net/assets/fonts/onet-icons/onet-icons.eot?	C:/Users/USER/Desktop/optimum/www.optimum.net/assets/fonts/onet-icons/onet-iconsd41d.eot	(from https://www.optimum.net/core-and-parts-palette-1_page_1.css?202303201421)
21:18:16	17756/17756	---M--	200	added ('OK')	font/woff	etag:%220114c6bb1009c22a65d759a180a59e8fa%22	https://www.optimum.net/assets/fonts/onet-icons/onet-icons.woff?20130621	C:/Users/USER/Desktop/optimum/www.optimum.net/assets/fonts/onet-icons/onet-icons0e66.woff	(from https://www.optimum.net/core-and-parts-palette-1_page_1.css?202303201421)
21:18:16	17680/17680	---M--	200	added ('OK')	font/ttf	etag:%220edc69e3a36c21d1955edc99a9ee7d81b%22	https://www.optimum.net/assets/fonts/onet-icons/onet-icons.ttf?20130621	C:/Users/USER/Desktop/optimum/www.optimum.net/assets/fonts/onet-icons/onet-icons0e66.ttf	(from https://www.optimum.net/core-and-parts-palette-1_page_1.css?202303201421)
21:18:16	55605/55605	---M--	200	added ('OK')	image/svg+xml	etag:%220fcb6713463df2babd950b83f0e1a6c3f%22	https://www.optimum.net/assets/fonts/onet-icons/onet-icons.svg	C:/Users/USER/Desktop/optimum/www.optimum.net/assets/fonts/onet-icons/onet-icons.svg	(from https://www.optimum.net/core-and-parts-palette-1_page_1.css?202303201421)
21:18:17	27341/27341	---M--	200	added ('OK')	image/png	etag:%220a56b6ef0f776fac2eef3708f34e69c1c%22	https://www.optimum.net/assets/images/global-sprite.png	C:/Users/USER/Desktop/optimum/www.optimum.net/assets/images/global-sprite.png	(from https://www.optimum.net/core-and-parts-palette-1_page_1.css?202303201421)
